Product ID,Variant ID,Product Title,Category,Price (₹),Material,Color Name,Color Code,Size,Gender,In Stock
041,041-TR,‘Chitra’ Handcrafted Terracotta Necklace with Adjustable Thread,Accessory,370,Terracotta,Terracotta Red,#E2725B,,Unisex,47
041,041-SG,‘Chitra’ Handcrafted Terracotta Necklace with Adjustable Thread,Accessory,370,Terracotta,Silver Grey,#C0C0C0,,Unisex,40
041,041-PP,‘Chitra’ Handcrafted Terracotta Necklace with Adjustable Thread,Accessory,370,Terracotta,Pastel Pink,#FFD1DC,,Unisex,18
041,041-TQ,‘Chitra’ Handcrafted Terracotta Necklace with Adjustable Thread,Accessory,370,Terracotta,Turquoise,#40E0D0,,Unisex,37
042,042-TR,‘Ruhani’ Mirror Work Earrings with Dangler Beads,Accessory,492,Cotton,Terracotta Red,#E2725B,,Unisex,27
042,042-SG,‘Ruhani’ Mirror Work Earrings with Dangler Beads,Accessory,492,Cotton,Silver Grey,#C0C0C0,,Unisex,25
042,042-PP,‘Ruhani’ Mirror Work Earrings with Dangler Beads,Accessory,492,Cotton,Pastel Pink,#FFD1DC,,Unisex,12
042,042-TQ,‘Ruhani’ Mirror Work Earrings with Dangler Beads,Accessory,492,Cotton,Turquoise,#40E0D0,,Unisex,34
043,043-TR,‘Tribal Whisper’ Oxidised Bracelet with Etched Patterns,Accessory,761,Oxidised Metal,Terracotta Red,#E2725B,,Unisex,45
043,043-SG,‘Tribal Whisper’ Oxidised Bracelet with Etched Patterns,Accessory,761,Oxidised Metal,Silver Grey,#C0C0C0,,Unisex,36
043,043-PP,‘Tribal Whisper’ Oxidised Bracelet with Etched Patterns,Accessory,761,Oxidised Metal,Pastel Pink,#FFD1DC,,Unisex,22
043,043-TQ,‘Tribal Whisper’ Oxidised Bracelet with Etched Patterns,Accessory,761,Oxidised Metal,Turquoise,#40E0D0,,Unisex,28
044,044-TR,‘Rangoli’ Colorful Beaded Anklet with Bell Charms,Accessory,733,Beads,Terracotta Red,#E2725B,,Unisex,27
044,044-SG,‘Rangoli’ Colorful Beaded Anklet with Bell Charms,Accessory,733,Beads,Silver Grey,#C0C0C0,,Unisex,50
044,044-PP,‘Rangoli’ Colorful Beaded Anklet with Bell Charms,Accessory,733,Beads,Pastel Pink,#FFD1DC,,Unisex,32
044,044-TQ,‘Rangoli’ Colorful Beaded Anklet with Bell Charms,Accessory,733,Beads,Turquoise,#40E0D0,,Unisex,44
045,045-TR,‘Noor’ Silk Thread Jhumkas with Gold Finish Cap,Accessory,739,Silk Thread,Terracotta Red,#E2725B,,Unisex,41
045,045-SG,‘Noor’ Silk Thread Jhumkas with Gold Finish Cap,Accessory,739,Silk Thread,Silver Grey,#C0C0C0,,Unisex,50
045,045-PP,‘Noor’ Silk Thread Jhumkas with Gold Finish Cap,Accessory,739,Silk Thread,Pastel Pink,#FFD1DC,,Unisex,37
045,045-TQ,‘Noor’ Silk Thread Jhumkas with Gold Finish Cap,Accessory,739,Silk Thread,Turquoise,#40E0D0,,Unisex,50
046,046-TR,‘Saanjh’ Kalamkari Hairband with Elastic Back,Accessory,897,Cotton,Terracotta Red,#E2725B,,Unisex,30
046,046-SG,‘Saanjh’ Kalamkari Hairband with Elastic Back,Accessory,897,Cotton,Silver Grey,#C0C0C0,,Unisex,26
046,046-PP,‘Saanjh’ Kalamkari Hairband with Elastic Back,Accessory,897,Cotton,Pastel Pink,#FFD1DC,,Unisex,30
046,046-TQ,‘Saanjh’ Kalamkari Hairband with Elastic Back,Accessory,897,Cotton,Turquoise,#40E0D0,,Unisex,45
047,047-TR,‘Tejas’ Wooden Brooch with Tribal Painting,Accessory,769,Cotton,Terracotta Red,#E2725B,,Unisex,17
047,047-SG,‘Tejas’ Wooden Brooch with Tribal Painting,Accessory,769,Cotton,Silver Grey,#C0C0C0,,Unisex,42
047,047-PP,‘Tejas’ Wooden Brooch with Tribal Painting,Accessory,769,Cotton,Pastel Pink,#FFD1DC,,Unisex,32
047,047-TQ,‘Tejas’ Wooden Brooch with Tribal Painting,Accessory,769,Cotton,Turquoise,#40E0D0,,Unisex,14
048,048-TR,‘Mehfil’ Embroidered Potli Coin Pouch,Accessory,530,Cotton,Terracotta Red,#E2725B,,Unisex,17
048,048-SG,‘Mehfil’ Embroidered Potli Coin Pouch,Accessory,530,Cotton,Silver Grey,#C0C0C0,,Unisex,22
048,048-PP,‘Mehfil’ Embroidered Potli Coin Pouch,Accessory,530,Cotton,Pastel Pink,#FFD1DC,,Unisex,13
048,048-TQ,‘Mehfil’ Embroidered Potli Coin Pouch,Accessory,530,Cotton,Turquoise,#40E0D0,,Unisex,31
049,049-TR,‘Aakar’ Macrame Keychain with Brass Ring,Accessory,740,Cotton,Terracotta Red,#E2725B,,Unisex,24
