Product ID,Variant ID,Product Title,Category,Price (₹),Material,Color Name,Color Code,Size,Gender,In Stock
021,021-S-IN,‘Festive Bloom’ Cotton Anarkali Dress with Gota Patti Highlights and Flared Hem,Dress,2772,Cotton,Indigo,#4B0082,S,Women,21
021,021-M-IN,‘Festive Bloom’ Cotton Anarkali Dress with Gota Patti Highlights and Flared Hem,Dress,2772,Cotton,Indigo,#4B0082,M,Women,10
021,021-L-IN,‘Festive Bloom’ Cotton Anarkali Dress with Gota Patti Highlights and Flared Hem,Dress,2772,Cotton,Indigo,#4B0082,L,Women,18
021,021-XL-IN,‘Festive Bloom’ Cotton Anarkali Dress with Gota Patti Highlights and Flared Hem,Dress,2772,Cotton,Indigo,#4B0082,XL,Women,20
021,021-S-TY,‘Festive Bloom’ Cotton Anarkali Dress with Gota Patti Highlights and Flared Hem,Dress,2772,Cotton,Turmeric Yellow,#FFD700,S,Women,22
021,021-M-TY,‘Festive Bloom’ Cotton Anarkali Dress with Gota Patti Highlights and Flared Hem,Dress,2772,Cotton,Turmeric Yellow,#FFD700,M,Women,23
021,021-L-TY,‘Festive Bloom’ Cotton Anarkali Dress with Gota Patti Highlights and Flared Hem,Dress,2772,Cotton,Turmeric Yellow,#FFD700,L,Women,16
021,021-XL-TY,‘Festive Bloom’ Cotton Anarkali Dress with Gota Patti Highlights and Flared Hem,Dress,2772,Cotton,Turmeric Yellow,#FFD700,XL,Women,22
021,021-S-CP,‘Festive Bloom’ Cotton Anarkali Dress with Gota Patti Highlights and Flared Hem,Dress,2772,Cotton,Coral Pink,#F88379,S,Women,15
021,021-M-CP,‘Festive Bloom’ Cotton Anarkali Dress with Gota Patti Highlights and Flared Hem,Dress,2772,Cotton,Coral Pink,#F88379,M,Women,18
021,021-L-CP,‘Festive Bloom’ Cotton Anarkali Dress with Gota Patti Highlights and Flared Hem,Dress,2772,Cotton,Coral Pink,#F88379,L,Women,24
021,021-XL-CP,‘Festive Bloom’ Cotton Anarkali Dress with Gota Patti Highlights and Flared Hem,Dress,2772,Cotton,Coral Pink,#F88379,XL,Women,24
021,021-S-BG,‘Festive Bloom’ Cotton Anarkali Dress with Gota Patti Highlights and Flared Hem,Dress,2772,Cotton,Bottle Green,#006A4E,S,Women,5
